screenId,summary
57601,page displaying list of competitions in app
57601,page displaying list of leagues
57601,page displaying options in game app
57601,page displays list of top leagues in app
7436,display page
7436,page displaying a translate option in the app
7436,page showing the quote with multiple options
7436,screen showing the welcome page of social app
7436,text in chat to translate in to your needed language
9426,display of a calling app with verification option
9426,display of verification page for an app
9426,page showing sms verification code app
9426,screen displaying verification page
9426,verification page of international calling app
64025,display of settings page
64025,list of settings in the settings app
64025,page displays various settings in app
64025,settings page for a digital media player app
64025,settings page with various other options in an multimedia application
36425,page displaying search results
36425,page displaying the search history
36425,page showing search option to find things
36425,page showing the input search bar
36425,screen shows search page of social media app
47453,page displaying a timer with different features
47453,page displaying different options
47453,page displaying information of a timer app
47453,page displaying the times app
47453,screen shows an exercise timer
65221,welcome page for a lifestyle app
65221,welcome page
65221,welcome page with postal code
65221,welcome page with search option in a shopping deals app
65221,welcome screen showing search bar
64656,page displaying various options to redeem gifts
64656,page to sign in the redeem app
64656,pop-up displaying different options for sign in or sign up
64656,screen displaying the sign in page
64656,sign in page of a job search app
43620,map region of the app
43620,page displaying the map region
43620,page for selecting map region
43620,page of a map app asking to select a region
43620,screen showing map region page with various options
66239,blank page
66239,blank page with multiple options
66239,display page of an aviation app
66239,interface for an aviation info related app
66239,page for searching destination location
66619,page displaying information about an application
66619,page displaying information about an application
66619,page displaying information about car repair app
66619,page displaying the information about an application
66619,screen displaying the about page
71742,page shows the satisfactory status and paly again option
71742,screen displaying a game on a device
71742,screen displaying the results page
71742,screen shows results page
71742,window displaying a gaming app
48547,list of various options for military diet for weight loss
48547,page displayed with weight loss diet options
48547,page displaying list of military diets
48547,screen showing various options in a fitness app
48547,screen showing weight loss diet
58554,different pivots in the app
58554,displaying an app to create animations
58554,home page in an animation app
58554,home screen displaying for animation app
58554,page shows to create and animate the application
37913,page displayed profile view of an dating application
37913,page showing a user profile in a dating app
37913,profile page of a dating app
37913,screen showing page
37913,screen showing the image of a person and details
38340,page displaying different search results with other options
38340,page displaying the recent searches
38340,page displays recent searches in app
38340,page shows the recent searches
38340,screen shows about recent searched place
61543,display of images in a gallery folder
61543,display of images
61543,page displaying with multiple images
61543,screen displaying the multiple images
61543,screen shows images
59144,display of a question
59144,display page asking question with options to select
59144,page displays a question with options in app
59144,page showing different options like yes
59144,yes or no options page in a fertility app
62748,display of loading url in the browser
62748,display showing a page is loading
62748,loading page
62748,loading page
62748,page loading a website link
68131,editing of a photo
68131,page showing the image with multiple options
68131,preview of a photo in the photo app
68131,results for photo in an document application
68131,screen shows a picture to be editted
7307,display of a dating app with correct phone number option
7307,page asking to enter the phone number
7307,page displaying phone number to enter and continue
7307,page displaying with option to enter the phone number
7307,screen page
49098,displaying an app to identify plants
49098,list of projects in a region on a biodiversity app
49098,page displaying various projects in north africa
49098,page displays projects in app
49098,screen displaying multiple plants information
56007,page displayed an image and other options
56007,page for editing pics of an editing app
56007,page for editing pics of an editing app
56007,picture editing page
56007,screen showing page with share option
51351,display of page showing various videos in video streaming app
51351,display of videos in a video streaming app
51351,list of videos available in the app
51351,page displaying the videos of multiple episodes
51351,page requesting to play a video on an app
7333,continue page in a shopping application
7333,display of a shopping app with continue shopping option
7333,display shows cart page in shopping application
7333,shopping application with empty cart in mobile
7333,sign in page of a shopping app
46814,page displaying a product in shopping app
46814,page displaying an advertisement on an app
46814,page displaying the weekly ad in a shopping app
46814,page displaying weekly ad of a product in shopping app
46814,page for the service application with product and some information
63573,display of apps to share invitation
63573,invitation page
63573,invite friends from social apps in share app
63573,page displaying to invite friends in the app
63573,page to invite friends through social applications
6188,page displaying multiple applications to share
6188,pop up asking to share with other apps
6188,pop up showing various apps
6188,pop-up showing different sharing options
6188,pop-up with different options for sharing a link
53465,display of a page showing various categories of app
53465,display of a trade app with furniture options
53465,display of list of items in a market app
53465,display page showing furniture buyers in a service app
53465,page displaying with list of different furniture options
51836,home page of a social app
51836,page displaying content in a video streaming app
51836,page displaying the details of fitness exercise
51836,page displaying with different video options for workouts
51836,page shows the fitness application
49370,list of options in settings menu
49370,page displayed with various settings options
49370,page displaying list of options
49370,page displaying the setting options
49370,settings page displayed
58667,login credential page for social app
58667,login page for kids upbringing app
58667,sign in page for kids application
58667,sign in page
58667,sign in page of the app
45332,sign in page for a social media teaching app
45332,sign in page for an application
45332,sign in page
45332,sign in page
45332,welcome page of a learning app
9424,display of calendar in a organizing app for student
9424,home page displaying about agenda
9424,page displaying a reminder in calendar
9424,page displaying reminder for event in app
9424,setting up reminder for event in calendar
46861,alphabetical sorted list of wallpapers
46861,page displaying list of applications
46861,screen displaying multiple wallpaper options with names
46861,screen showing alphabetical
46861,screen showing the multiple options in alphabetical tab
57949,information on the screen of holy book
57949,page displaying an information with different options
57949,page displaying information about bible application
57949,page displays about memorization in app
57949,page of memorization in the app
51105,display with image not loaded
51105,display page showing two options
51105,page displayed with options to connect to server
51105,page displaying broken image and multiples options on an app
51105,page displaying broken image with other options
44854,display of a page showing various notification for app
44854,display of sound notification settings
44854,page displaying notifications options of the app
44854,page displaying options and settings for notifications
44854,screen shows notification details
46044,page displaying application options for sharing
46044,pop up asking to tell a friend
46044,pop-up showing the application icons
46044,pop-up with different options for sharing a link
46044,popup to share for the movie app
47291,different options in chat of the app
47291,home screen displaying for social app
47291,page displaying multiple options
47291,page shows the options for uploading profile photo on app
47291,window displaying a messaging app
55905,pop up message
55905,pop-up displaying good luck message
55905,pop-up for successfully sending the note
55905,pop-up for the social application
55905,pop-up with info in a friend finder app
61868,log in page of a news application
61868,log in page
61868,log in page of news application
61868,login page for a multimedia app
61868,login page with different social apps displayed
36496,page displaying a map in weather forecast app
36496,page showing a photo update option with location
36496,page showing information about weather
36496,screen showing map
36496,select a place in app crawler in maps
45151,checkout page for application with message for identifying caller id
45151,checkout page for identifying caller id
45151,page displayed a message and other info
45151,page showing options in a caller identification app
45151,screen displaying screen page
800,display screen
800,displaying games with game icons
800,page displaying a gaming app for playing
800,page displaying an application in the app
800,screen displaying the list of games
57327,display of list of months to select
57327,notification displaying various options
57327,pop up displaying a list of month names
57327,pop up displaying the select a multiple birth month
57327,pop-up to select the birth month
45880,display of a learning app with vocabulary option
45880,display screen of vocabulary of words in learning app
45880,page displaying language transformer in application
45880,screen displaying the page of language learning app
45880,screen shows vocabulary page in language learning app
7820,display page showing pictures and other options in health app
7820,page displaying multiple options in the app
7820,page for the fitness application with various options
7820,pop-up showing menu and options for work out app
7820,screen shows multiple options in a fitness application
8954,map interface with search options
8954,page displaying search bar to find locations with other options
8954,page displaying with maps and with location options to edit
8954,page showing the options for input the location
8954,page to enter location and search destination on the map
48349,display shows exercise page in workout app
48349,list of exercises on a device
48349,page displaying day 1 exercise
48349,page displays exercise in workout app
48349,screen displaying the list of page in fitness app
50548,pop up displayed open with play store or different application
50548,pop up displaying the different browser options
50548,pop up showing apps to open with
50548,pop up showing to open a app in other application
50548,pop-up displaying different applications to open
57839,display of gifs
57839,displaying list of different games
57839,list of gaming gif in the gif 's application
57839,page showing categories in an image sharing app
57839,page showing different games on an app
50130,dash board is empty in the app
50130,dashboard in a navigation app
50130,home screen showing about dashboard
50130,page displaying empty dashboard
50130,screen displaying the dashboard page
540,page displaying multiple applications to share image
540,page displaying various applications to share the image
540,pop up alert to share image via application
540,pop-up for the application icons
540,pop-up shows share option with multiple applications
45864,display of the screen to add photo to your profile
45864,display page of add photo
45864,page asking to add a photo
45864,page displaying to add photos in the app
45864,page to add a picture
57348,display shows contraction timer page
57348,page displaying frequency and duration
57348,page shows the calculation of start contraction duration and frequency
57348,screen displaying the timer page
57348,timer page
43344,display showing to accept terms and conditions
43344,informative page
43344,page displaying terms and conditions
43344,page shows the terms and conditions
43344,screen displaying the terms and conditions
44637,login or sign up page
44637,login page is about the food orders
44637,sign in page for a social app
44637,sign in page of a food delivery app
44637,welcome page of a food app
6045,list of advices in our advices
6045,page displaying list of advices in health care app
6045,page displays list of advice in app
6045,screen displaying the list of advises in a fitness app
6045,screen showing our advices
39748,display list of products with prices in the footwear app
39748,display of category of shoes in a shopping site
39748,page displaying cold weather shoes in the shopping app
39748,page displaying different products available in shopping application
39748,screen displaying all categories/sizes of boots
52671,alert message on built-in sms tones
52671,pop up screen of built in tones notification
52671,pop up showing of message tones app
52671,pop-up displaying information about the app
52671,pop-up displaying sms tones in app
59246,page displaying top stories
59246,page displaying with various news feed videos
59246,screen displaying multiple news articles with date and time
59246,screen displaying the list of top stories
59246,top stories in the social app
48211,display page showing terms and conditions options in contacts app
48211,page displayed with privacy terms and service options
48211,screen displaying terms and conditions
48211,screen showing page of application with ok option
48211,screen shows multiple options in call application
45520,display of a pop up
45520,notification displaying an information with deny and allow options
45520,page displays to allow an application
45520,pop up screen of username notification
45520,pop-up showing access request to continue
46697,display of a page showing various information of app
46697,display of information about an user
46697,display page of information for an app
46697,page displaying different options available in application
46697,screen displaying the information page
60628,page displaying the privacy policy an a applications
60628,page showing information about privacy policy
60628,page showing policy options in a mobile tracking app
60628,page showing privacy policy with some information
60628,page shows the privacy policy information on app
52940,displaying kitchen decorating ideas app
52940,kitchen remodeling ideas in decorating ideas
52940,page displaying information about kitchen remodeling
52940,page displaying information with other options
52940,screen showing ideas
53601,display of list of years with date
53601,pop up displaying a calendar with years
53601,pop up of a calendar in a payment app
53601,pop up showing list of options for years
53601,screen displaying the list of years to select
68699,display showing to register an account
68699,page displaying the sign in page and other options
68699,page displaying to sign-in or register into the app
68699,pop-up shows sign in details
68699,sign in page and other options displayed
49902,display list of player ratings in the sports app
49902,page displaying passing stats of players of a sports app
49902,page displaying statistics of different players on an app
49902,page of stats in a sports app
49902,window displaying a sportsmate app
63671,page displayed with configuration settings options
63671,page displaying various configurations
63671,page displays various options in app
63671,screen displaying the configuration page
63671,settings page and other different options displayed
43294,page of information of the team
43294,display of team page of a sports game app
43294,page displaying statistics in the sports app
43294,screen showing about team scores
43294,screen showing team
66972,display of recent photos in a folder
66972,page displaying different files available in storage
66972,page displaying image
66972,page showing recent files in a music app
66972,screen showing image
8014,page displaying the information to agree the privacy policy
8014,page displays to agree policies in app
8014,page requesting to agree and continue on an app
8014,page showing the consent for data collection
8014,screen displaying terms and conditions
61110,pop up message
61110,pop up page shows to cancel or delete the app
61110,pop-up displaying the identification content
61110,pop-up for confirm the privacy policy on dictionary app
61110,popup of text regarding device information in dictionary app
37517,log in page of a social app
37517,log in page with the following settings
37517,page displaying login option for an application
37517,page displaying options with checkbox and login
37517,salesforce settings page in a business card app
8504,display of list of artists in a music player app
8504,list of options available in the app
8504,page displaying list of music albums
8504,page showing the artists and their songs
8504,screen displaying the artists page in music app
35983,displaying scanner of an social app
35983,page asking to select an app to share with
35983,pop-up displaying about various apps
35983,pop-up shows multiple other applications
35983,pop-up with option for sharing content
48829,display of support page in the application
48829,page displaying an information with an option
48829,page displaying support information of application
48829,page displaying the support
48829,page displaying to select authority mode
61480,display of an item in a shopping app
61480,display of image
61480,display shows pop up
61480,page showing the image with done button
61480,pop up displayed an image
65269,display of a vehicle app with scan option
65269,page displaying about car repair app
65269,page displaying the details and options of car
65269,page displaying various options of car
65269,screen displaying the scanning page
41813,page displaying with information about the application and few options
41813,welcome page
41813,welcome page of a monitoring app
41813,welcome page of a virtual hope box
41813,welcome page
47160,display screen of incoming call with options answer/decline
47160,page displaying the incoming call alert
47160,page showing to accept or decline the incoming call
47160,screen displaying the incoming call notification
47160,screen shows incoming call details
41105,app asking to create a new account
41105,login credential page of a social app
41105,screen displaying the register page
41105,welcome page for a language learning app
41105,welcome to the sign in page
47539,blank page displaying for events
47539,page showing a category
47539,screen displaying a search icon and other options
47539,screen displaying the events page
47539,screen showing events page in the app
44823,category page shows various options in a shopping application
44823,display of category page of a shopping app
44823,page displaying different categories available in application
44823,page displaying list of categories
44823,page showing all the categories
67641,page displaying a social app
67641,page displaying the clone apps
67641,page showing clone apps on an app
67641,screen displaying the page of a social app
67641,social app to have 2 accounts
66893,displaying a page to fill details
66893,login page
66893,screen displaying the login page
66893,welcome page for an merchant application with login button
66893,welcome page with details for login
68400,list of options in the food app
68400,page displaying different categories of items dishes ingredients of a cooking app
68400,page displaying list of menu in application
68400,screen asking to spin categories
68400,screen shows multiple options in a food application
65297,sign in page for an application
65297,starting page
65297,welcome page for a location sharing app
65297,welcome page of a location app
65297,welcome screen showing start option with various options
7459,display of a pop up
7459,list of items for sale in an ecommerce app
7459,page displays reward in shopping app
7459,page suggests to pick a reward
7459,pick reward to earn free in shopping app
48598,comic cartoons on the page
48598,page displaying a part of a comic
48598,page displaying with few animated comic posters
48598,page showing the comic images
48598,screen displaying the comics page
43221,page displayed with settings options
43221,screen displaying list of settings of health care app
43221,screen displaying the settings
43221,screen displaying the settings page
43221,settings page
53366,displaying a transaction management app
53366,few folders on the page
53366,page displaying different folders available
53366,page displaying different types of templates
53366,page displaying folder is empty
60450,page displays nearby stores in app
60450,page showing options in a beauty services app
60450,page shows the result for nearby in service application
60450,screen displaying the search result for nearby
60450,search page of hair salons current location
53419,application to access the digitally protected videos
53419,display page of a video player app
53419,home page for the application with option
53419,page displaying information
53419,screen showing page
47382,display of a page showing various category of fitness app
47382,display of a workout app with generic plans option
47382,display shows plans page in fitness application
47382,page displaying plans of fitness exercise
47382,screen displaying the page of a fitness app
35980,pop-up is showing message about the app
35980,pop-up shows sign in page for a health app
35980,sign in page of a doctor app
35980,sign in page
35980,sign in page showing pictures and text in health app
67542,displaying the saved searches page
67542,page displaying different saved searches with other options
67542,page displaying saved searches of house shopping app
67542,page displaying the saved locations
67542,page displaying the saved searches
37898,displaying a profile of person in online dating app
37898,page displaying an image in a dating app
37898,page showing the profile with necessary details
37898,screen displaying image of a man
37898,screen image shows about profile page in dating application
59534,pop up message showing start option
59534,pop up requesting to start on an app
59534,pop up showing to start a application
59534,pop-up screen displaying blank with option to start
59534,screen displaying the start page which is empty
43935,display of log in page
43935,login and sign up page for an application
43935,page shows sign up and login buttons
43935,sign up page
43935,welcome page of a kundli app
65052,display showing to add message
65052,display shows invitations page in screen recorder application
65052,displaying the invitations app in a recorder app
65052,page displaying to send invitations
65052,page for sending invitations about application with message
60403,login or signup page for accessing account
60403,login page
60403,pop-up showing login page
60403,sign up page of safety alerts app
60403,welcome page with login options in a security monitoring app
61733,list of options for settings
61733,page showing multiple settings along with a check box
61733,page shows the various settings options and version details
61733,screen showing settings page
61733,settings page with different options in the social app
71754,display of tips in a health care app
71754,display page showing desires to play again for quiz app
71754,display shows results page
71754,playing displaying a cartoon in appl
71754,sticker on the relevant search
55302,list of different videos in the application
55302,page displaying videos in a news app
55302,page displaying with news feed videos
55302,screen displaying the list of videos
55302,screen showing various posts
36916,display showing number of options
36916,page displaying the details to order types coffees in app
36916,page displays details of coffee app
36916,page showing info in a shopping app
36916,screen displaying screen page
7543,log in page of a social app
7543,login or register page
7543,register/log in page
7543,registration page
7543,welcome to the page of registration
55031,page displaying the scoreboard in a game app
55031,page displays a player score in app
55031,page showing player details and scores
55031,screen displaying multiple options in a gaming application
55031,screen showing player details
46929,display of various images
46929,display page of recent images
46929,page displaying recent pictures
46929,screen displaying the images in recent page
46929,screen showing list of various recent images
9510,display page showing coupons and other options in shopping app
9510,list of coupons in coupons and offer
9510,list of different coupons for online shopping
9510,page of coupons and offers in a shopping app
9510,page showing options arel shopping app
47801,page displaying different articles
47801,page displaying different news articles
47801,page showing list of articles on a news app
47801,page showing the top news
47801,screen showing the thumbnails of latest news
37890,display shows subscription page for the social app
37890,page displaying information
37890,screen displaying store page
37890,screen showing activate wan na power now
37890,tab in the gaming application with different subscriptions costs
7912,display of a initial stages in a sports application
7912,page asking to select sports from a list
7912,page displaying different categories with enable option
7912,page displaying to select customise games in a gaming app
7912,page showing selection options in a sports based app
48522,display of a parenting app with choose service option
48522,display of services in a doctors app
48522,page showing different services to choose on an app
48522,screen showing different services to choose
48522,screen shows list of services page in parenting application
70190,display image shows recent call log page in calling app
70190,display of recent missed call history
70190,page displaying recent missed calls
70190,page showing the missed calls
70190,recent call logs page of a calling app
38168,display shows most popular page in news application
38168,list of articles in a news app
38168,page displaying list of news
38168,page displaying popular news
38168,page showing articles in a news based app
46889,display image of options in a status application
46889,page displaying a translation of a sentence
46889,quotes page in a quote downloading app
46889,screen displaying status
46889,screen displaying translation result in translator app
7426,display of a page showing stores gps location tracking app
7426,display page shows the location
7426,map interface with search options
7426,page displaying the location finder app
7426,page for search stores
6377,display of list of sharing applications
6377,display screen of share with app option
6377,pop up displaying confirmation of sharing with an app
6377,pop-up for the social application icons
6377,widget showing different sharing options
64204,display screen to enter your phone number for verification
64204,displaying a app to chat anonymous
64204,login credentials of a social app
64204,sign in page
64204,sign up/log in page of a chatting application
59521,display with many images
59521,display of various wallpapers
59521,display page of a list of images
59521,page shows different images
59521,screen showing images
4638,number verification page
4638,page asking to enter the phone number
4638,page for verifying your number
4638,verification page
4638,verification page of an internet validity app
62777,display of lighting of a location on a map
62777,display page of thunderstorm application with options
62777,display page showing map and other options in weather app
62777,display screen of lightning data provider app
62777,page displaying lightning details on map
43460,display of features in a charging station mapping app
43460,guide screen showing various options of charging
43460,page showing information with list of icons
43460,pop-up of options on a charging network app
43460,pop-up screen displaying with few features
7355,screen displaying readers and book recommendations app
7355,search bar of a books app
7355,welcome page of a book reading app
7355,welcome page
7355,welcome page
39520,welcome page for an app
39520,welcome page for the social app
39520,welcome page
39520,welcome page with get started option
39520,welcome page
67384,pop up alert to create a profile
67384,pop up creating a profile
67384,pop up screen of create profile
67384,pop up window for offline dictionary
67384,pop-up showing the create profile notification
62096,alert message to select the app for sharing the file
62096,display of list of sharing applications
62096,pop up notification for sharing through different apps
62096,pop up to alert to share with application
62096,pop-up showing the multiple share options
57846,alert message to receive ads
57846,display of a page showing statement of app
57846,display of a pop up
57846,pop up page with details about app
57846,pop-up displays device information in app
66726,page displaying information
66726,pop up notification of different options of the app
66726,popup of the different options in the application
66726,screen displaying list of options in app
66726,screen displaying the multiple options
46557,display of list of sharing applications
46557,page displaying multiple applications to share
46557,page displaying multiple applications to share
46557,pop up alert to share application
46557,pop-up asking to share application via different apps
66942,display with contacts option
66942,page asking to enter a name or number
66942,page displaying to enter a contact
66942,page for entering contact number for new message
66942,screen displaying the all contacts page
57071,display of an animal image in an animal sound app
57071,display of animal image in a animal sound appilication
57071,display shows the sounds for the audio app
57071,displaying image of an animal with sound
57071,page displaying a image in application
67456,display of a search bar in a grocery list app
67456,display with shopping list option
67456,page requesting to add items on an app
67456,screen displaying the grocery page
67456,search page for searching a items in shopping app
48864,display of a pop up
48864,pop up requesting to copy on an app
48864,pop up screen of copy with list of options
48864,pop up showing to copy folders in app
48864,popup to copy for the dictionary app
41177,display of a social app with feed option
41177,display page showing pictures and text in social app
41177,displaying a post in social app
41177,feed page of a social app
41177,home screen of social networking app
63225,display of options in a fitness app
63225,pop up showing list of options in application
63225,pop up showing list of options
63225,pop-up showing list of actions in a fitness app
63225,screen shows list of options in fitness application
51452,display of a page showing rubies for video chatting app
51452,display of live video chat application
51452,option available on the page of a social app
51452,page displays rubies in application
51452,page shows the social application
62329,register page to start
62329,registration page of parental application
62329,screen displaying registration instruction with start option
62329,screen showing registration with start option
62329,welcome page asking for registration in a social app
53883,alert message to download the app
53883,displaying list of food stores
53883,pop alert message
53883,pop up notification title
53883,pop up showing an app to provide mobile experience
63838,list of colors to select in a light app
63838,pop up message
63838,pop up page for selecting a secondary color
63838,pop up showing the list of colors to select
63838,pop-up displaying the list of colors to select
48538,application to change the photo in application
48538,display showing next option
48538,home page
48538,image asking to click next to proceed further in app
48538,page displaying press the face and change
60820,display of a messenger app
60820,display of messenger page with add option
60820,no chats page of a social app
60820,screen displaying add option
60820,screen displaying the page of a social app
7284,continue page of a learning application
7284,display image of a learning app with continue option
7284,page with html tutorial of a learning app
7284,screen showing page of an learning application
7284,screen shows about computer language app
62128,display of options in a photo editing app
62128,display page of a photo editor app
62128,displaying photo in editing app
62128,page for editing pics of an editing app
62128,page shows to choose one app to create new folder
68349,display of a learning app with multiple options
68349,display showing number of parameters
68349,list of phrase activities in a french learning app
68349,page for the learning application
68349,phrases page of a french learning app
63948,page displays different images in app
63948,page for the album application with many photos
63948,screen showing list of various images
63948,screen displaying the multiple images
63948,search results for album arts
49443,animated picture of a person in a painting app
49443,display of image in an editing app
49443,display of photo editor application with various options
49443,display showing an image with number of edit options
49443,screen displaying about cartoon image
6907,displaying a app regarding family
6907,home page for creating a family
6907,screen displaying welcome page
6907,screen showing options like create family
6907,welcome page
53468,display image of options in a trade app
53468,display of posts in a market app
53468,display screen of post sourcing request page
53468,page displaying information
53468,screen displaying post sourcing request
58812,alert message asking access for personal information
58812,continue page
58812,pop up message of a social app
58812,pop up screen of username profile
58812,popup showing a profile in social app
69460,flight details in a travel booking app
69460,page displaying the flight ticket booking app
69460,page displaying to find flights
69460,search page of flights in flight booking app
69460,window displaying a airlines app
483,display of list of deals in a shopping app
483,display of list of items in a shopping app
483,page displaying a shopping app
483,screen showing new deals page
483,screen shows new deals in the shopping app
58034,display of line chart of a diabetes control app
58034,display of line chart page diabetes control app
58034,display of the mobile with line chart tab
58034,display shows line chart page in diabetes control app
58034,screen displaying line chart page
71916,displaying a city guide app
71916,history page
71916,history page of places visited of a location app
71916,page displaying the history
71916,screen shows history page
59141,page displaying list of options
59141,page displaying the results
59141,screen displaying ovulation and fertility tracker app
59141,screen showing to achieve best results
59141,screen shows about period tracker application
36082,display of membership options for an app
36082,page displaying membership options for a movie watching app
36082,page for the movie application with some information
36082,screen showing membership options
36082,window asking to take premium
49835,display shows opponents page in sports application
49835,page displaying the list of opponent players
49835,page for choosing opponent players of a sports app
49835,page to search opponent in a programming app
49835,screen showing list of all players to choose opponent
36098,display of room details in a room finding app
36098,display page showing to book number of rooms
36098,display shows room details page in travel application
36098,page asking to add room details in a booking app
36098,screen showing room details
59883,alert message to select the app to open the file
59883,display of browser apps to open
59883,open page of a fitness app
59883,pop up alert to open with an application
59883,pop-up asking to open app via different browsers
52982,find friends page in a social messaging app
52982,home page with different icons
52982,messages page of streaming app
52982,page asking to add friends in a message column
52982,page with messages on a social app
7324,display of list of sharing applications
7324,page displaying multiple applications to share
7324,pop-up showing different sharing options
7324,popup of different apps to share the information
7324,popup showing few sharing options with icons in social app
52274,change option page in a picture frame app
52274,display of image
52274,display page of a reward gaining app
52274,display screen of an image in profile page
52274,screen displaying about painting in app
60079,display of a pop up
60079,display of list of symptoms in period tracker app
60079,popup asking to select symptoms for pregnant in health app
60079,screen showing list of symptoms
60079,symptoms checklist in a health app
46578,display page of a scanning in a pregnancy app
46578,display shows 2d scan image of baby in pregnancy app
46578,screen displaying baby weekly scan images in embryo tracking app
46578,screen displaying scan on pregnancy app
46578,screen showing week 6
41050,display of an image in photo editor app
41050,display of photo editor application with many options
41050,display page of a photo editing app
41050,page displaying various edit options in a photo editor app
41050,screen displaying various tools for photo editing
59067,alert message to select the app for sharing the file
59067,page displaying multiple applications to share
59067,pop up alert to share this game with an application
59067,pop up displaying applications to share game
59067,popup showing few sharing options with icons in sports app
56966,braced dental image with various options
56966,display of photo editing app with various options
56966,display screen of scan of teeth with various options
56966,picture of teeth with braces
56966,screen showing page of an dental application with options
37941,display of computer language application with different options
37941,page displaying tutorials of some concepts in learning app
37941,page for the learning application
37941,screen displaying tutorial page
37941,screen showing page of an learning application
49733,display page of a settings
49733,display page showing settings and other options
49733,settings page with various options
49733,settings page
49733,settings page
60566,display page of a lists in a grocery shopping app
60566,my lists page of a grocery shopping list
60566,screen displaying my lists
60566,screen showing my lists
60566,screen shows create lists page in shopping app
49206,display page of a payroll app
49206,display shows tax and forms page in payroll application
49206,information of taxes on the screen
49206,screen displaying taxes and forms page info
49206,screen showing taxes and forms
53293,pop up alert message showing congrats
53293,pop up
53293,pop up screen of congrats message
53293,pop-up of a notification of unlocked version
53293,popup showing some text in music app
8606,alert message to select the app for sharing the file
8606,page displaying multiple applications to share
8606,pop up alert for share using
8606,pop-up showing different sharing options
8606,pop-up to share using different apps
6473,display of a settings page in a web app
6473,display screen of settings
6473,display shows settings page
6473,list of options in the settings page of social app
6473,screen displaying list of settings in app
46124,alert message to connect with friends
46124,connect with friends page of a karaoke app
46124,pop screen of notification in social networking app
46124,pop-up for the social application with continue button
46124,popup displaying connect friends and other options in social app
50550,display shows video to mp3 page in convertor app
50550,page shows the multimedia application
50550,profile page of a video converter app
50550,screen displaying video playing
50550,screen displaying video with its duration
44888,display of a travel app with search routes option
44888,display page showing start and end locations in travel app
44888,screen displaying plan a trip page with search routes options
44888,screen displaying plan a trip page
44888,screen shows plan a trip page in travel app
45372,list of categories interested on the page of language app
45372,list of various topics in a language learning app
45372,page displaying with list of different categories
45372,screen showing various categories to choose interested one
45372,screen shows different categories in language learning app
5204,display of a music player app with multiple options
5204,home screen of music player app
5204,page shows the music player application
5204,screen displaying the home page of music player app
5204,screen shows homepage of music player app
38520,display of an animated app with multiple options
38520,display of an entertainment application with various options
38520,display screen showing more cool apps
38520,page displaying apps and texts
38520,screen displaying about cool apps
56162,display page of a sports application
56162,home screen displaying various news and multimedia
56162,list of news in a sports app
56162,page of a sports application
56162,screen displaying video on a sports app
66214,display shows search parts page
66214,page displaying to search parts
66214,screen displaying search bars to search car parts
66214,search page
66214,search page to buy car parts online
41536,fill in the blanks page in sql learning app
41536,page displaying the code on an application
41536,screen displaying screen page of learning app
41536,screen showing question in learning app
41536,screen shows computer language page in app
4250,display shows medical picture quiz page
4250,page displaying the quiz
4250,page displays medical terminology
4250,screen displaying various locked questions of medical picture quiz
4250,screen showing medical picture quiz
570,page displays settings
570,page showing information of a word finder app
570,screen displaying language preferences page
570,screen showing various settings options in dictionary app
570,screen shows different options in dictionary app
65575,log in page
65575,log in page
65575,login page for meeting app
65575,login page for the professional application
65575,screen displaying login page
67537,display of screen shows to choose an account to add
67537,page to choose an account in the social app
67537,screen showing accounts to choose to add
67537,screen shows multiple options in a chat application
67537,set up page of messaging application
54253,display image of a sports app
54253,image shows display of game application
54253,image shows display of game application
54253,screen showing images of bear folder
54253,screen shows multiple images in a gaming application
69802,page displaying information about fishing locations application
69802,screen displaying home page
69802,welcome page displaying information to continue
69802,welcome page
69802,welcome page of fishing application
68531,log in page
